filename,pytesseract_predicted_result,paddleocr_ocr_predicted_result
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_18.jpg,,143
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_19.jpg,700,700
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_20.jpg,4,70
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_21.jpg,376,376
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_22.jpg,420,120
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_23.jpg,5,544
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_24.jpg,546,542
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_25.jpg,700,
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_4.jpg,,
fa0827f5-OUTSIDE8_2024-09-26-1335-OUTSIDE-8_crop_9.jpg,,
fcd74ac7-2024-10-17-1355-OUTSIDE-6_crop_10.jpg,,
fcd74ac7-2024-10-17-1355-OUTSIDE-6_crop_11.jpg,,
fcd74ac7-2024-10-17-1355-OUTSIDE-6_crop_6.jpg,,28
fcd74ac7-2024-10-17-1355-OUTSIDE-6_crop_7.jpg,"4
7",
fec52f28-OUTSIDE2_2024-09-16-1356-OUTSIDE-2_3_crop_2.jpg,,
fec52f28-OUTSIDE2_2024-09-16-1356-OUTSIDE-2_3_crop_3.jpg,226,226
fec52f28-OUTSIDE2_2024-09-16-1356-OUTSIDE-2_3_crop_4.jpg,0,08
fec52f28-OUTSIDE2_2024-09-16-1356-OUTSIDE-2_3_crop_5.jpg,225,220
